flight_number,airline_name,departure_airport,departure_city,departure_country,departure_time,arrival_airport,arrival_city,arrival_country,duration_hours,distance_km
UA1033,United Airlines,Los Angeles International,Los Angeles,USA,12:52 AM,San Francisco International,San Francisco,USA,11,5029
QF5613,Qantas,Sydney Airport,Sydney,Australia,12:22 PM,Melbourne Airport,Melbourne,Australia,24,2830
NH7554,All Nippon Airways,Haneda,Tokyo,Japan,3:09 AM,Incheon International,Seoul,South Korea,22,4166
AA3153,American Airlines,John F. Kennedy International,New York,USA,3:57 PM,Hartsfield-Jackson Atlanta,Atlanta,USA,2,9957
BA1708,British Airways,Heathrow,London,UK,11:20 PM,Charles de Gaulle,Paris,France,21,9556
QF5081,Qantas,Sydney Airport,Sydney,Australia,8:45 PM,Melbourne Airport,Melbourne,Australia,24,992
EK1553,Emirates,Dubai International,Dubai,UAE,4:50 AM,Hamad International,Doha,Qatar,21,1266
AF2026,Air France,Charles de Gaulle,Paris,France,2:38 AM,Frankfurt Airport,Frankfurt,Germany,3,9100
AV2942,Avianca,El Dorado International,Bogotá,Colombia,11:57 PM,Benito Juárez International,Mexico City,Mexico,19,9361
QR4220,Qatar Airways,Hamad International,Doha,Qatar,10:54 PM,Bole International,Addis Ababa,Ethiopia,23,5547
WN2849,Southwest Airlines,Los Angeles International,Los Angeles,USA,3:46 AM,O'Hare International,Chicago,USA,20,1345
KL3008,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,9:43 PM,Charles de Gaulle,Paris,France,12,2030
AA7634,American Airlines,John F. Kennedy International,New York,USA,8:28 AM,Hartsfield-Jackson Atlanta,Atlanta,USA,20,7913
UA7147,United Airlines,Los Angeles International,Los Angeles,USA,7:52 PM,San Francisco International,San Francisco,USA,7,4227
ET6876,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,5:51 AM,Hamad International,Doha,Qatar,12,4291
AV5552,Avianca,El Dorado International,Bogotá,Colombia,11:46 PM,O'Hare International,Chicago,USA,9,1832
WN5147,Southwest Airlines,Los Angeles International,Los Angeles,USA,2:18 PM,San Francisco International,San Francisco,USA,6,4484
AF9595,Air France,Charles de Gaulle,Paris,France,8:19 AM,Frankfurt Airport,Frankfurt,Germany,21,2052
WN3921,Southwest Airlines,Los Angeles International,Los Angeles,USA,10:52 PM,San Francisco International,San Francisco,USA,9,4542
QF6330,Qantas,Sydney Airport,Sydney,Australia,6:59 AM,Melbourne Airport,Melbourne,Australia,4,4058
AZ4289,Alitalia,Leonardo da Vinci International,Rome,Italy,5:40 PM,Charles de Gaulle,Paris,France,18,9688
NH9186,All Nippon Airways,Haneda,Tokyo,Japan,6:27 PM,Incheon International,Seoul,South Korea,2,5686
AC1283,Air Canada,Toronto Pearson,Toronto,Canada,8:36 AM,John F. Kennedy International,New York,USA,12,3183
QF4778,Qantas,Sydney Airport,Sydney,Australia,9:45 PM,Melbourne Airport,Melbourne,Australia,11,7909
AZ5490,Alitalia,Leonardo da Vinci International,Rome,Italy,9:00 PM,Charles de Gaulle,Paris,France,11,8373
SK9931,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,8:31 AM,Charles de Gaulle,Paris,France,21,2956
AZ3803,Alitalia,Leonardo da Vinci International,Rome,Italy,12:01 PM,Charles de Gaulle,Paris,France,8,6221
AI8824,Air India,Indira Gandhi International,Delhi,India,4:13 PM,Chhatrapati Shivaji International,Mumbai,India,19,5054
SK4118,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,3:37 PM,Charles de Gaulle,Paris,France,8,5900
AV9376,Avianca,El Dorado International,Bogotá,Colombia,5:05 PM,O'Hare International,Chicago,USA,3,9873
AM6207,Aeroméxico,Benito Juárez International,Mexico City,Mexico,2:56 PM,Incheon International,Seoul,South Korea,18,4316
SK7829,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,12:36 AM,Charles de Gaulle,Paris,France,16,2828
AZ9379,Alitalia,Leonardo da Vinci International,Rome,Italy,11:59 AM,Charles de Gaulle,Paris,France,19,8868
NZ1689,Air New Zealand,Auckland Airport,Auckland,New Zealand,2:03 PM,Denver International,Denver,USA,8,2910
AI1923,Air India,Indira Gandhi International,Delhi,India,5:19 PM,Chhatrapati Shivaji International,Mumbai,India,23,4068
AI6017,Air India,Indira Gandhi International,Delhi,India,12:58 AM,Chhatrapati Shivaji International,Mumbai,India,11,5715
UA6060,United Airlines,Los Angeles International,Los Angeles,USA,7:44 AM,San Francisco International,San Francisco,USA,14,2431
AV3620,Avianca,El Dorado International,Bogotá,Colombia,10:15 PM,Toronto Pearson,Toronto,Canada,21,1355
QF9921,Qantas,Sydney Airport,Sydney,Australia,2:11 PM,Melbourne Airport,Melbourne,Australia,20,4477
SA7221,South African Airways,O.R. Tambo International,Johannesburg,South Africa,3:07 AM,Jomo Kenyatta International,Nairobi,Kenya,23,6166
AA8220,American Airlines,John F. Kennedy International,New York,USA,1:36 AM,Hartsfield-Jackson Atlanta,Atlanta,USA,12,8151
AI8807,Air India,Indira Gandhi International,Delhi,India,3:48 PM,Chhatrapati Shivaji International,Mumbai,India,4,4318
DL3421,Delta Air Lines,John F. Kennedy International,New York,USA,12:49 PM,Hartsfield-Jackson Atlanta,Atlanta,USA,2,1689
LA4985,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,3:40 PM,Miami International,Miami,USA,21,5375
ET1547,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,4:10 AM,Hamad International,Doha,Qatar,21,4676
QR9685,Qatar Airways,Hamad International,Doha,Qatar,2:50 PM,Charles de Gaulle,Paris,France,5,4714
AZ7021,Alitalia,Leonardo da Vinci International,Rome,Italy,5:09 PM,Charles de Gaulle,Paris,France,10,205
ET9985,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,6:42 AM,Hamad International,Doha,Qatar,11,2143
WN4957,Southwest Airlines,Los Angeles International,Los Angeles,USA,3:46 AM,San Francisco International,San Francisco,USA,10,465
AF4902,Air France,Charles de Gaulle,Paris,France,7:55 PM,Frankfurt Airport,Frankfurt,Germany,8,7100
DL2308,Delta Air Lines,John F. Kennedy International,New York,USA,2:08 PM,Hartsfield-Jackson Atlanta,Atlanta,USA,16,7184
LA5144,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,3:15 PM,Jomo Kenyatta International,Nairobi,Kenya,13,1033
KE6156,Korean Air,Incheon International,Seoul,South Korea,1:40 AM,Changi,Singapore,Singapore,13,2100
KL5155,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,7:48 AM,Charles de Gaulle,Paris,France,19,5632
NZ6947,Air New Zealand,Auckland Airport,Auckland,New Zealand,9:53 PM,Sydney Airport,Sydney,Australia,16,5911
IB2065,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,9:53 PM,Cape Town International,Cape Town,South Africa,5,8851
KE1276,Korean Air,Incheon International,Seoul,South Korea,4:36 PM,Haneda,Tokyo,Japan,10,7770
SK7335,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,8:39 AM,Charles de Gaulle,Paris,France,6,9392
AA6647,American Airlines,John F. Kennedy International,New York,USA,6:03 PM,O'Hare International,Chicago,USA,8,894
AF7593,Air France,Charles de Gaulle,Paris,France,4:23 AM,Frankfurt Airport,Frankfurt,Germany,21,3326
AA7975,American Airlines,John F. Kennedy International,New York,USA,3:55 PM,Hartsfield-Jackson Atlanta,Atlanta,USA,23,5029
AM9388,Aeroméxico,Benito Juárez International,Mexico City,Mexico,6:11 PM,O'Hare International,Chicago,USA,16,7107
LH4956,Lufthansa,Frankfurt Airport,Frankfurt,Germany,12:03 AM,Stockholm Arlanda,Stockholm,Sweden,19,1084
KE1593,Korean Air,Incheon International,Seoul,South Korea,9:22 AM,Haneda,Tokyo,Japan,11,2781
QF8236,Qantas,Sydney Airport,Sydney,Australia,7:38 AM,Melbourne Airport,Melbourne,Australia,11,4239
AM6788,Aeroméxico,Benito Juárez International,Mexico City,Mexico,1:24 PM,Hartsfield-Jackson Atlanta,Atlanta,USA,4,987
QF8693,Qantas,Sydney Airport,Sydney,Australia,6:14 AM,Melbourne Airport,Melbourne,Australia,14,6661
DL5304,Delta Air Lines,John F. Kennedy International,New York,USA,4:02 AM,Indira Gandhi International,Delhi,India,4,4456
AI3823,Air India,Indira Gandhi International,Delhi,India,10:52 PM,Chhatrapati Shivaji International,Mumbai,India,11,8016
AF5854,Air France,Charles de Gaulle,Paris,France,8:12 PM,Frankfurt Airport,Frankfurt,Germany,11,8325
AM5384,Aeroméxico,Benito Juárez International,Mexico City,Mexico,4:07 PM,O'Hare International,Chicago,USA,3,5563
KL5385,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,3:29 AM,Charles de Gaulle,Paris,France,2,8938
AV2122,Avianca,El Dorado International,Bogotá,Colombia,10:17 AM,O'Hare International,Chicago,USA,18,1973
ET3891,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,2:04 PM,Miami International,Miami,USA,24,3415
NZ2165,Air New Zealand,Auckland Airport,Auckland,New Zealand,7:44 AM,Sydney Airport,Sydney,Australia,7,3574
NZ6776,Air New Zealand,Auckland Airport,Auckland,New Zealand,12:43 AM,Sydney Airport,Sydney,Australia,19,8334
AC4523,Air Canada,Toronto Pearson,Toronto,Canada,2:05 AM,John F. Kennedy International,New York,USA,10,4483
AI1298,Air India,Indira Gandhi International,Delhi,India,1:35 AM,Chhatrapati Shivaji International,Mumbai,India,15,4154
ET1231,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,7:02 AM,Hamad International,Doha,Qatar,17,1972
KL5672,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,1:46 PM,Charles de Gaulle,Paris,France,12,7378
EK2641,Emirates,Dubai International,Dubai,UAE,9:53 AM,Hamad International,Doha,Qatar,9,8239
AI4783,Air India,Indira Gandhi International,Delhi,India,2:41 AM,Chhatrapati Shivaji International,Mumbai,India,23,6748
AA9066,American Airlines,John F. Kennedy International,New York,USA,5:51 AM,Hartsfield-Jackson Atlanta,Atlanta,USA,12,9950
KE2503,Korean Air,Incheon International,Seoul,South Korea,2:33 AM,Haneda,Tokyo,Japan,10,7441
SK9378,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,11:07 PM,Charles de Gaulle,Paris,France,6,9027
NZ3584,Air New Zealand,Auckland Airport,Auckland,New Zealand,2:43 AM,Sydney Airport,Sydney,Australia,6,9672
BA2361,British Airways,Heathrow,London,UK,9:35 AM,Charles de Gaulle,Paris,France,2,2410
WN1647,Southwest Airlines,Los Angeles International,Los Angeles,USA,7:45 AM,San Francisco International,San Francisco,USA,21,7397
KE7948,Korean Air,Incheon International,Seoul,South Korea,6:42 AM,Haneda,Tokyo,Japan,9,2941
EK5091,Emirates,Dubai International,Dubai,UAE,7:04 AM,Hamad International,Doha,Qatar,24,5203
QF7414,Qantas,Sydney Airport,Sydney,Australia,1:29 AM,Beijing Capital International,Beijing,China,22,4477
QF8415,Qantas,Sydney Airport,Sydney,Australia,5:45 PM,Haneda,Tokyo,Japan,6,7458
SA4429,South African Airways,O.R. Tambo International,Johannesburg,South Africa,11:40 AM,Charles de Gaulle,Paris,France,22,1390
LA3448,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,12:47 AM,Ministro Pistarini International,Buenos Aires,Argentina,10,7070
KL5867,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,12:28 AM,Frankfurt Airport,Frankfurt,Germany,24,3741
IB9744,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,6:00 PM,Charles de Gaulle,Paris,France,17,3022
AM9674,Aeroméxico,Benito Juárez International,Mexico City,Mexico,7:18 PM,O'Hare International,Chicago,USA,11,5692
QR9258,Qatar Airways,Hamad International,Doha,Qatar,1:44 AM,Frankfurt Airport,Frankfurt,Germany,20,3171
SA5364,South African Airways,O.R. Tambo International,Johannesburg,South Africa,1:42 AM,Charles de Gaulle,Paris,France,12,2853
DL3595,Delta Air Lines,John F. Kennedy International,New York,USA,3:53 AM,Hartsfield-Jackson Atlanta,Atlanta,USA,4,7668
IB9934,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,9:51 PM,Charles de Gaulle,Paris,France,23,3247
LA7114,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,5:05 PM,Ministro Pistarini International,Buenos Aires,Argentina,12,6133
SQ6943,Singapore Airlines,Changi,Singapore,Singapore,10:04 PM,Beijing Capital International,Beijing,China,10,221
SQ9635,Singapore Airlines,Changi,Singapore,Singapore,2:45 AM,Beijing Capital International,Beijing,China,10,8574
EK8169,Emirates,Dubai International,Dubai,UAE,4:14 PM,Hamad International,Doha,Qatar,23,3484
SQ9316,Singapore Airlines,Changi,Singapore,Singapore,10:46 PM,Beijing Capital International,Beijing,China,7,2497
QR6001,Qatar Airways,Hamad International,Doha,Qatar,1:27 PM,Bole International,Addis Ababa,Ethiopia,8,3484
TG3301,Thai Airways,Suvarnabhumi,Bangkok,Thailand,5:02 AM,Changi,Singapore,Singapore,8,3896
QR2224,Qatar Airways,Hamad International,Doha,Qatar,9:47 AM,Bole International,Addis Ababa,Ethiopia,10,5096
ET8283,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,6:53 PM,Vienna International,Vienna,Austria,22,9201
AZ5907,Alitalia,Leonardo da Vinci International,Rome,Italy,3:46 AM,Charles de Gaulle,Paris,France,16,6965
KL9281,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,1:48 AM,Charles de Gaulle,Paris,France,5,9632
KE7383,Korean Air,Incheon International,Seoul,South Korea,12:37 PM,Chhatrapati Shivaji International,Mumbai,India,5,8762
CX1065,Cathay Pacific,Hong Kong International,Hong Kong,China,9:50 PM,Sydney Airport,Sydney,Australia,15,1941
AI8540,Air India,Indira Gandhi International,Delhi,India,11:27 AM,Chhatrapati Shivaji International,Mumbai,India,11,1548
KL1912,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,4:49 PM,Charles de Gaulle,Paris,France,20,5034
AI9127,Air India,Indira Gandhi International,Delhi,India,6:07 AM,Chhatrapati Shivaji International,Mumbai,India,5,9704
UA8923,United Airlines,Los Angeles International,Los Angeles,USA,9:00 PM,San Francisco International,San Francisco,USA,23,396
KE2298,Korean Air,Incheon International,Seoul,South Korea,10:18 PM,Chhatrapati Shivaji International,Mumbai,India,4,5142
AZ5490,Alitalia,Leonardo da Vinci International,Rome,Italy,11:37 PM,Charles de Gaulle,Paris,France,8,306
TG7268,Thai Airways,Suvarnabhumi,Bangkok,Thailand,6:21 PM,Sydney Airport,Sydney,Australia,14,4461
UA9240,United Airlines,Los Angeles International,Los Angeles,USA,1:57 AM,Adolfo Suárez Madrid–Barajas,Madrid,Spain,5,4469
QR5361,Qatar Airways,Hamad International,Doha,Qatar,12:58 AM,Jomo Kenyatta International,Nairobi,Kenya,13,4333
SK5197,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,2:25 PM,Vienna International,Vienna,Austria,1,2843
AM1388,Aeroméxico,Benito Juárez International,Mexico City,Mexico,1:30 AM,O'Hare International,Chicago,USA,4,1258
ET5945,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,5:30 PM,Hamad International,Doha,Qatar,24,8487
LA3165,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,4:13 PM,Ministro Pistarini International,Buenos Aires,Argentina,4,8645
KL5385,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,6:33 PM,Charles de Gaulle,Paris,France,1,9371
QR2866,Qatar Airways,Hamad International,Doha,Qatar,11:30 AM,Bole International,Addis Ababa,Ethiopia,4,6586
SQ6592,Singapore Airlines,Changi,Singapore,Singapore,1:17 PM,Incheon International,Seoul,South Korea,24,7463
BA5073,British Airways,Heathrow,London,UK,5:17 PM,Charles de Gaulle,Paris,France,2,1574
LA4827,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,4:59 PM,Frankfurt Airport,Frankfurt,Germany,7,7434
EK5040,Emirates,Dubai International,Dubai,UAE,6:25 AM,Hamad International,Doha,Qatar,11,2397
QF6834,Qantas,Sydney Airport,Sydney,Australia,10:14 AM,Hong Kong International,Hong Kong,China,2,4604
KE3851,Korean Air,Incheon International,Seoul,South Korea,1:19 AM,Cairo International,Cairo,Egypt,11,960
NZ2874,Air New Zealand,Auckland Airport,Auckland,New Zealand,5:03 PM,Sydney Airport,Sydney,Australia,1,271
QF8775,Qantas,Sydney Airport,Sydney,Australia,7:49 PM,Haneda,Tokyo,Japan,18,8133
SQ7171,Singapore Airlines,Changi,Singapore,Singapore,11:43 PM,Beijing Capital International,Beijing,China,14,6592
LH3418,Lufthansa,Frankfurt Airport,Frankfurt,Germany,12:50 PM,Charles de Gaulle,Paris,France,17,5781
SQ8523,Singapore Airlines,Changi,Singapore,Singapore,1:26 PM,Kuala Lumpur International,Kuala Lumpur,Malaysia,21,9843
AA2814,American Airlines,John F. Kennedy International,New York,USA,6:15 PM,Benito Juárez International,Mexico City,Mexico,7,5850
AA7925,American Airlines,John F. Kennedy International,New York,USA,8:49 PM,Hartsfield-Jackson Atlanta,Atlanta,USA,4,1380
NZ2873,Air New Zealand,Auckland Airport,Auckland,New Zealand,6:06 PM,Melbourne Airport,Melbourne,Australia,19,3964
AC6293,Air Canada,Toronto Pearson,Toronto,Canada,2:07 PM,John F. Kennedy International,New York,USA,13,3945
IB8898,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,12:10 AM,Charles de Gaulle,Paris,France,11,6419
SK7231,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,10:16 AM,Charles de Gaulle,Paris,France,10,8769
AI6387,Air India,Indira Gandhi International,Delhi,India,1:44 PM,Chhatrapati Shivaji International,Mumbai,India,18,3413
IB4790,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,3:50 AM,Charles de Gaulle,Paris,France,6,5308
KL9667,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,12:12 AM,Charles de Gaulle,Paris,France,20,4688
ET8030,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,2:53 AM,Hamad International,Doha,Qatar,24,231
SA9931,South African Airways,O.R. Tambo International,Johannesburg,South Africa,7:10 PM,Charles de Gaulle,Paris,France,20,2916
SK8375,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,11:09 PM,Charles de Gaulle,Paris,France,8,1827
AZ2628,Alitalia,Leonardo da Vinci International,Rome,Italy,7:48 AM,Charles de Gaulle,Paris,France,18,4726
QR5078,Qatar Airways,Hamad International,Doha,Qatar,10:37 AM,Ministro Pistarini International,Buenos Aires,Argentina,23,3090
UA4772,United Airlines,Los Angeles International,Los Angeles,USA,7:47 AM,Denver International,Denver,USA,1,6552
WN2179,Southwest Airlines,Los Angeles International,Los Angeles,USA,8:38 PM,Cairo International,Cairo,Egypt,20,6133
WN7180,Southwest Airlines,Los Angeles International,Los Angeles,USA,12:05 PM,San Francisco International,San Francisco,USA,16,9512
QF5020,Qantas,Sydney Airport,Sydney,Australia,6:50 PM,Melbourne Airport,Melbourne,Australia,21,6190
AM4741,Aeroméxico,Benito Juárez International,Mexico City,Mexico,7:32 PM,O'Hare International,Chicago,USA,13,5203
AM8708,Aeroméxico,Benito Juárez International,Mexico City,Mexico,9:57 AM,O'Hare International,Chicago,USA,24,5620
LA9236,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,12:32 AM,Logan International,Boston,USA,15,7663
DL3595,Delta Air Lines,John F. Kennedy International,New York,USA,10:27 AM,Hartsfield-Jackson Atlanta,Atlanta,USA,7,2884
NH4530,All Nippon Airways,Haneda,Tokyo,Japan,1:09 AM,O.R. Tambo International,Johannesburg,South Africa,16,2933
LH6417,Lufthansa,Frankfurt Airport,Frankfurt,Germany,10:38 AM,Ministro Pistarini International,Buenos Aires,Argentina,23,3045
IB5919,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,12:39 AM,Charles de Gaulle,Paris,France,7,1926
AA7962,American Airlines,John F. Kennedy International,New York,USA,6:12 PM,Logan International,Boston,USA,14,4318
SA7702,South African Airways,O.R. Tambo International,Johannesburg,South Africa,4:03 PM,Charles de Gaulle,Paris,France,2,6685
TG5949,Thai Airways,Suvarnabhumi,Bangkok,Thailand,1:05 AM,Changi,Singapore,Singapore,7,4688
QR7315,Qatar Airways,Hamad International,Doha,Qatar,3:38 AM,Jomo Kenyatta International,Nairobi,Kenya,23,2127
QR6792,Qatar Airways,Hamad International,Doha,Qatar,11:29 AM,Bole International,Addis Ababa,Ethiopia,1,8234
ET8238,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,3:28 PM,Hamad International,Doha,Qatar,7,6700
WN3151,Southwest Airlines,Los Angeles International,Los Angeles,USA,11:27 AM,San Francisco International,San Francisco,USA,8,3549
KL3967,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,2:07 AM,Arturo Merino Benítez International,Santiago,Chile,7,8178
TG7537,Thai Airways,Suvarnabhumi,Bangkok,Thailand,12:27 AM,Changi,Singapore,Singapore,17,3554
AV6614,Avianca,El Dorado International,Bogotá,Colombia,2:29 PM,O'Hare International,Chicago,USA,18,9366
TG5220,Thai Airways,Suvarnabhumi,Bangkok,Thailand,6:57 PM,Changi,Singapore,Singapore,1,266
WN5430,Southwest Airlines,Los Angeles International,Los Angeles,USA,1:31 PM,San Francisco International,San Francisco,USA,10,3952
TG2523,Thai Airways,Suvarnabhumi,Bangkok,Thailand,3:03 AM,Changi,Singapore,Singapore,18,3863
AZ6720,Alitalia,Leonardo da Vinci International,Rome,Italy,10:51 PM,Cairo International,Cairo,Egypt,6,6171
BA4860,British Airways,Heathrow,London,UK,12:56 AM,Zurich Airport,Zurich,Switzerland,14,7366
QF5453,Qantas,Sydney Airport,Sydney,Australia,1:58 PM,Melbourne Airport,Melbourne,Australia,9,3557
TG1544,Thai Airways,Suvarnabhumi,Bangkok,Thailand,8:13 AM,Beijing Capital International,Beijing,China,14,2944
KL5248,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,6:38 PM,Toronto Pearson,Toronto,Canada,5,5635
NH6128,All Nippon Airways,Haneda,Tokyo,Japan,10:24 AM,Incheon International,Seoul,South Korea,24,2503
AA6633,American Airlines,John F. Kennedy International,New York,USA,12:24 AM,Hartsfield-Jackson Atlanta,Atlanta,USA,9,2850
AA5655,American Airlines,John F. Kennedy International,New York,USA,2:29 AM,Hartsfield-Jackson Atlanta,Atlanta,USA,16,733
SQ5181,Singapore Airlines,Changi,Singapore,Singapore,9:44 AM,Hong Kong International,Hong Kong,China,8,5669
UA3447,United Airlines,Los Angeles International,Los Angeles,USA,11:11 PM,San Francisco International,San Francisco,USA,23,6557
LH5685,Lufthansa,Frankfurt Airport,Frankfurt,Germany,1:00 PM,Stockholm Arlanda,Stockholm,Sweden,15,2855
SQ8522,Singapore Airlines,Changi,Singapore,Singapore,12:12 AM,Beijing Capital International,Beijing,China,19,7998
AI1298,Air India,Indira Gandhi International,Delhi,India,1:04 PM,Chhatrapati Shivaji International,Mumbai,India,1,3027
NZ1419,Air New Zealand,Auckland Airport,Auckland,New Zealand,9:31 AM,Sydney Airport,Sydney,Australia,5,2672
KE3468,Korean Air,Incheon International,Seoul,South Korea,12:26 PM,Haneda,Tokyo,Japan,13,4994
ET5125,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,2:31 PM,Hamad International,Doha,Qatar,20,5130
LA7890,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,4:27 PM,Ministro Pistarini International,Buenos Aires,Argentina,15,5186
DL1765,Delta Air Lines,John F. Kennedy International,New York,USA,10:47 PM,Hartsfield-Jackson Atlanta,Atlanta,USA,4,9062
NH7298,All Nippon Airways,Haneda,Tokyo,Japan,7:49 PM,Suvarnabhumi,Bangkok,Thailand,2,3145
LA3959,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,11:27 PM,Ministro Pistarini International,Buenos Aires,Argentina,10,1662
QF8394,Qantas,Sydney Airport,Sydney,Australia,8:28 AM,Stockholm Arlanda,Stockholm,Sweden,19,8462
ET8603,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,5:33 PM,Hamad International,Doha,Qatar,2,663
QF6081,Qantas,Sydney Airport,Sydney,Australia,3:18 AM,Melbourne Airport,Melbourne,Australia,11,9148
NZ5909,Air New Zealand,Auckland Airport,Auckland,New Zealand,2:31 PM,Vancouver International,Vancouver,Canada,1,4465
IB4707,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,1:10 PM,Charles de Gaulle,Paris,France,9,7987
SA4500,South African Airways,O.R. Tambo International,Johannesburg,South Africa,8:49 AM,Stockholm Arlanda,Stockholm,Sweden,17,5202
DL4434,Delta Air Lines,John F. Kennedy International,New York,USA,3:47 AM,São Paulo/Guarulhos International,São Paulo,Brazil,2,3220
KE2633,Korean Air,Incheon International,Seoul,South Korea,5:59 AM,Ministro Pistarini International,Buenos Aires,Argentina,13,928
BA4267,British Airways,Heathrow,London,UK,6:22 AM,Charles de Gaulle,Paris,France,5,2337
LH5030,Lufthansa,Frankfurt Airport,Frankfurt,Germany,2:12 PM,Charles de Gaulle,Paris,France,14,3214
QR7176,Qatar Airways,Hamad International,Doha,Qatar,3:45 AM,Bole International,Addis Ababa,Ethiopia,20,2150
LH3949,Lufthansa,Frankfurt Airport,Frankfurt,Germany,10:46 AM,Charles de Gaulle,Paris,France,11,108
UA1609,United Airlines,Los Angeles International,Los Angeles,USA,3:48 AM,Vancouver International,Vancouver,Canada,20,9405
IB8461,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,9:07 PM,Charles de Gaulle,Paris,France,16,2057
KL3711,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,6:22 AM,Charles de Gaulle,Paris,France,9,8260
NH9722,All Nippon Airways,Haneda,Tokyo,Japan,10:08 AM,Incheon International,Seoul,South Korea,19,5416
LH3991,Lufthansa,Frankfurt Airport,Frankfurt,Germany,1:14 PM,Charles de Gaulle,Paris,France,22,5059
QR5172,Qatar Airways,Hamad International,Doha,Qatar,3:55 AM,Bole International,Addis Ababa,Ethiopia,11,5381
SQ8501,Singapore Airlines,Changi,Singapore,Singapore,9:48 PM,Beijing Capital International,Beijing,China,11,1532
WN9069,Southwest Airlines,Los Angeles International,Los Angeles,USA,3:23 PM,San Francisco International,San Francisco,USA,7,9664
NZ6571,Air New Zealand,Auckland Airport,Auckland,New Zealand,4:52 AM,Brisbane Airport,Brisbane,Australia,24,5694
AM4317,Aeroméxico,Benito Juárez International,Mexico City,Mexico,4:57 PM,O'Hare International,Chicago,USA,20,980
AZ9175,Alitalia,Leonardo da Vinci International,Rome,Italy,10:33 AM,Charles de Gaulle,Paris,France,6,7317
CX1254,Cathay Pacific,Hong Kong International,Hong Kong,China,12:29 PM,Changi,Singapore,Singapore,14,6103
AA7975,American Airlines,John F. Kennedy International,New York,USA,6:21 AM,Hartsfield-Jackson Atlanta,Atlanta,USA,23,7212
DL1991,Delta Air Lines,John F. Kennedy International,New York,USA,1:34 PM,Vancouver International,Vancouver,Canada,12,4296
QF4792,Qantas,Sydney Airport,Sydney,Australia,10:11 AM,Melbourne Airport,Melbourne,Australia,8,6897
SA4381,South African Airways,O.R. Tambo International,Johannesburg,South Africa,6:42 PM,Frankfurt Airport,Frankfurt,Germany,17,635
