flight_id,airline_name,airline_code,flight_number,departure_airport,arrival_airport,cabin_class,ticket_type,aircraft_type,departure_time,arrival_time,flight_duration_hours,distance_miles,base_fare_usd
739,Avianca,AV,AV6230,BOG,ORD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/12/2023,11/21/2026,9.59,4526,2270.48
740,Emirates,EK,EK1205,DXB,SYD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2/11/2024,7/9/2025,5.26,8055,2328.74
741,Korean Air,KE,KE3943,ICN,SIN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/18/2024,2/4/2026,13.89,1385,2801.3
742,American Airlines,AA,AA7485,JFK,ATL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2/4/2026,11/14/2024,4.95,1294,2483.59
743,United Airlines,UA,UA8973,LAX,SFO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/10/2022,6/19/2022,13.82,4568,1754.67
744,Delta Air Lines,DL,DL4493,JFK,VIE,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/10/2024,4/15/2022,17.1,8304,1845.16
745,Qantas,QF,QF4776,SYD,NBO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/19/2025,12/21/2026,14.7,7816,2302.28
746,United Airlines,UA,UA1878,LAX,DXB,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/12/2025,10/8/2022,3.96,905,2560.0
747,Delta Air Lines,DL,DL8435,JFK,AMS,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/28/2025,9/24/2024,15.53,8541,1714.74
748,Qantas,QF,QF4792,SYD,MEL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,12/21/2025,9/11/2023,14.52,6999,1484.18
749,Emirates,EK,EK9505,DXB,ADD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2/6/2022,2/26/2026,10.18,5829,2996.79
750,Lufthansa,LH,LH2743,FRA,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,12/2/2026,4/29/2025,15.61,6337,2713.7
751,Qantas,QF,QF9924,SYD,MEL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/15/2025,7/12/2025,17.75,4723,1546.84
752,KLM Royal Dutch Airlines,KL,KL8812,AMS,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/22/2024,10/24/2024,6.06,1362,2892.41
753,Qatar Airways,QR,QR3285,DOH,ADD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/14/2025,5/25/2025,9.99,6653,843.0
754,Lufthansa,LH,LH5941,FRA,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/22/2023,12/14/2026,1.78,5311,2624.27
755,Delta Air Lines,DL,DL4619,JFK,BOG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/11/2025,12/6/2025,3.6,6462,1840.57
756,British Airways,BA,BA1907,LHR,FRA,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/10/2022,11/12/2024,12.23,3113,1480.0
757,Qantas,QF,QF2150,SYD,MEL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/3/2022,12/26/2022,12.05,8629,953.73
758,Aeroméxico,AM,AM7224,MEX,ORD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/1/2024,8/14/2024,1.42,2923,404.07
759,Air France,AF,AF7087,CDG,FRA,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/6/2022,7/27/2022,10.37,3089,1594.41
760,Air India,AI,AI1305,DEL,KUL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,12/1/2025,11/17/2024,17.63,3314,1104.85
761,Qatar Airways,QR,QR3022,DOH,ADD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/23/2025,2/25/2023,1.3,4431,970.63
762,Alitalia,AZ,AZ8044,FCO,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/15/2022,6/20/2024,8.36,7403,1605.47
763,Aeroméxico,AM,AM2655,MEX,MIA,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,12/19/2026,11/3/2022,5.24,1987,2673.22
764,KLM Royal Dutch Airlines,KL,KL9159,AMS,VIE,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1/14/2023,2/10/2023,13.3,6688,748.89
765,Qatar Airways,QR,QR7949,DOH,NBO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,12/7/2023,3/2/2024,16.87,5587,2216.9
766,Singapore Airlines,SQ,SQ9484,SIN,PEK,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/2/2024,5/18/2022,7.45,1789,3416.72
767,Qantas,QF,QF2553,SYD,BOG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/12/2024,8/5/2026,17.18,6920,141.96
768,Air India,AI,AI2223,DEL,BOM,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/13/2023,11/18/2026,4.49,8718,816.43
769,Emirates,EK,EK7537,DXB,DOH,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/9/2023,8/28/2026,12.76,952,1466.33
770,LATAM Airlines,LA,LA3137,GRU,EZE,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/5/2024,3/29/2026,13.09,2503,3062.65
771,Air India,AI,AI1195,DEL,BOM,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/10/2026,10/9/2026,2.86,5073,794.15
772,Korean Air,KE,KE2522,ICN,HND,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/3/2025,6/17/2026,2.21,4650,1523.21
773,Lufthansa,LH,LH7839,FRA,ZRH,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/24/2025,9/19/2022,10.18,5799,1144.22
774,Korean Air,KE,KE1522,ICN,HND,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/2/2024,12/13/2026,17.97,6011,3473.71
775,Air New Zealand,NZ,NZ9726,AKL,MEL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/1/2026,6/4/2026,0.69,4216,243.63
776,Ethiopian Airlines,ET,ET6593,ADD,SIN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/21/2024,3/31/2026,17.0,1068,2882.33
777,South African Airways,SA,SA5091,JNB,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/21/2025,3/22/2022,9.36,2528,715.57
778,Air Canada,AC,AC4575,YYZ,DFW,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,12/14/2025,10/22/2026,8.71,2657,2802.85
779,Qatar Airways,QR,QR6530,DOH,ADD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/14/2024,6/14/2025,11.05,1071,2279.33
780,Iberia,IB,IB9186,MAD,CPT,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/31/2026,2/20/2022,2.23,5506,832.65
781,United Airlines,UA,UA4283,LAX,SFO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/30/2024,4/14/2022,9.95,6258,763.65
782,United Airlines,UA,UA9950,LAX,SFO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/16/2022,8/27/2024,2.0,677,166.06
783,Cathay Pacific,CX,CX5205,HKG,DFW,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/15/2025,12/21/2023,5.02,7596,459.11
784,Alitalia,AZ,AZ6718,FCO,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/22/2022,5/11/2023,2.56,6418,2035.57
785,United Airlines,UA,UA6219,LAX,SFO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/30/2025,7/17/2023,14.72,8556,687.76
786,South African Airways,SA,SA4674,JNB,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/12/2022,3/19/2024,4.71,6614,3028.45
787,Air New Zealand,NZ,NZ4078,AKL,SYD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/16/2024,5/16/2024,4.36,3155,532.61
788,Alitalia,AZ,AZ9148,FCO,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/4/2024,7/26/2025,12.86,7099,1956.78
789,Air India,AI,AI6503,DEL,BKK,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/7/2025,12/6/2023,12.26,608,2546.53
790,Alitalia,AZ,AZ4478,FCO,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1/28/2023,5/18/2024,9.79,4072,2516.4
791,Air Canada,AC,AC3232,YYZ,JFK,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/20/2022,12/16/2026,11.88,8682,1358.49
792,Delta Air Lines,DL,DL5548,JFK,ATL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/31/2023,10/7/2024,10.0,5149,2925.95
793,Air France,AF,AF9644,CDG,FRA,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1/7/2026,5/27/2023,2.09,6039,1510.61
794,Aeroméxico,AM,AM5384,MEX,ORD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/21/2026,9/21/2026,10.6,7110,2113.36
795,British Airways,BA,BA7301,LHR,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/19/2024,4/13/2026,1.22,4610,1909.21
796,Air New Zealand,NZ,NZ4615,AKL,MUC,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/12/2025,11/10/2023,14.23,5211,117.78
797,KLM Royal Dutch Airlines,KL,KL1093,AMS,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/12/2025,1/13/2025,7.1,5220,1256.54
798,Lufthansa,LH,LH3418,FRA,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/13/2023,5/4/2026,9.49,3422,1369.32
799,Korean Air,KE,KE2630,ICN,HND,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/25/2025,9/26/2023,16.02,2322,2991.21
800,South African Airways,SA,SA1965,JNB,ZRH,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,9/15/2024,11/24/2026,16.26,5445,2873.5
801,Korean Air,KE,KE2815,ICN,HND,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,9/4/2023,11/9/2025,16.83,5630,2380.52
802,Delta Air Lines,DL,DL8764,JFK,ATL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/19/2025,2/24/2025,13.42,7792,118.5
803,Air New Zealand,NZ,NZ3899,AKL,SYD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/24/2026,1/24/2023,3.57,6153,2068.63
804,Emirates,EK,EK8073,DXB,ADD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/18/2022,12/3/2022,10.77,2786,1202.96
805,LATAM Airlines,LA,LA1659,GRU,EZE,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/23/2026,7/16/2026,14.82,1650,779.88
806,All Nippon Airways,NH,NH4262,HND,ICN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/4/2023,7/27/2022,2.73,8026,1039.33
807,Alitalia,AZ,AZ2051,FCO,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/3/2025,5/14/2025,7.61,4405,486.52
808,Korean Air,KE,KE1844,ICN,HND,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/6/2024,2/21/2024,10.04,8340,3434.89
809,American Airlines,AA,AA5562,JFK,ATL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/20/2022,4/29/2025,6.11,2900,2241.42
810,Iberia,IB,IB1590,MAD,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2/17/2023,4/24/2022,0.36,5974,1505.62
811,KLM Royal Dutch Airlines,KL,KL5248,AMS,YYZ,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/28/2025,9/22/2026,0.61,1106,1233.8
812,Delta Air Lines,DL,DL1762,JFK,CAI,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1/4/2026,10/22/2023,0.34,4945,528.18
813,Aeroméxico,AM,AM8252,MEX,ORD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/14/2026,3/17/2025,17.12,2991,2855.61
814,Thai Airways,TG,TG7327,BKK,SIN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/19/2022,10/5/2025,1.81,4522,1576.27
815,Korean Air,KE,KE3181,ICN,HND,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,12/4/2025,11/7/2026,5.02,8109,2377.59
816,Singapore Airlines,SQ,SQ6124,SIN,PEK,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/11/2022,12/25/2024,7.99,4049,3079.5
817,All Nippon Airways,NH,NH9219,HND,DOH,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/25/2023,8/13/2022,7.29,4688,1496.44
818,Thai Airways,TG,TG4753,BKK,VIE,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/11/2023,7/23/2024,16.61,6600,1344.53
819,Lufthansa,LH,LH2472,FRA,ADD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/1/2024,2/1/2025,12.32,8050,560.27
820,Air India,AI,AI1168,DEL,DXB,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,12/26/2026,10/28/2026,13.68,4499,1524.39
821,Aeroméxico,AM,AM8457,MEX,ORD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/8/2024,1/12/2025,8.21,7437,940.91
822,LATAM Airlines,LA,LA8980,GRU,EZE,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,9/28/2022,10/10/2025,8.08,7147,787.8
823,Qatar Airways,QR,QR1587,DOH,ADD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,12/24/2024,2/24/2022,1.07,7944,1562.54
824,Air New Zealand,NZ,NZ2102,AKL,SYD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,9/7/2025,6/17/2025,5.53,1930,3026.22
825,Avianca,AV,AV7509,BOG,ORD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/23/2022,3/2/2025,0.33,7624,3310.85
826,British Airways,BA,BA5778,LHR,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,9/3/2024,2/20/2022,9.55,8017,3423.43
827,British Airways,BA,BA1149,LHR,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/10/2025,12/28/2022,10.5,7781,2669.71
828,SAS Scandinavian,SK,SK9048,CPH,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/29/2022,3/23/2022,8.2,8318,1597.16
829,All Nippon Airways,NH,NH9885,HND,ICN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/31/2023,5/10/2025,10.67,1105,3207.31
830,Aeroméxico,AM,AM6473,MEX,ORD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/4/2024,6/18/2022,11.65,1447,2790.02
831,Delta Air Lines,DL,DL9341,JFK,ATL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/9/2024,4/23/2025,14.53,763,1020.73
832,All Nippon Airways,NH,NH9411,HND,ICN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2/17/2025,8/25/2023,16.51,1981,495.29
833,Delta Air Lines,DL,DL4188,JFK,ARN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,9/16/2025,9/18/2024,17.18,6369,3056.97
834,American Airlines,AA,AA9129,JFK,ATL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/24/2022,8/9/2025,7.15,5091,1468.52
835,Qantas,QF,QF1138,SYD,FCO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/15/2026,5/3/2026,14.66,4839,2791.69
836,Ethiopian Airlines,ET,ET5903,ADD,HKG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1/18/2023,1/2/2025,1.58,1592,222.08
837,Qatar Airways,QR,QR5478,DOH,ADD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1/9/2024,10/24/2026,1.84,2270,3469.82
838,Avianca,AV,AV5119,BOG,DFW,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/23/2023,7/7/2026,3.67,4415,3371.62
839,Southwest Airlines,WN,WN8491,LAX,SFO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/10/2023,6/30/2022,0.35,2022,1964.44
840,Avianca,AV,AV5379,BOG,LIM,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/1/2023,11/28/2022,9.21,6566,3144.13
841,Aeroméxico,AM,AM2356,MEX,ORD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/19/2024,3/10/2024,2.55,320,1694.38
842,Qatar Airways,QR,QR8144,DOH,ADD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/29/2024,1/19/2025,15.81,1548,1824.27
843,American Airlines,AA,AA7570,JFK,SEA,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/11/2023,12/24/2025,10.76,3106,1183.54
844,South African Airways,SA,SA4236,JNB,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/8/2022,6/12/2025,17.91,4078,3389.06
845,Lufthansa,LH,LH6269,FRA,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,12/28/2024,1/23/2022,13.73,2119,2241.04
846,SAS Scandinavian,SK,SK4238,CPH,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1/23/2026,10/4/2026,11.98,1778,1497.07
847,All Nippon Airways,NH,NH4530,HND,JNB,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/13/2023,6/18/2024,6.55,6568,2209.64
848,Alitalia,AZ,AZ6718,FCO,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/16/2024,10/25/2025,1.28,3721,1952.07
849,LATAM Airlines,LA,LA6417,GRU,EZE,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2/21/2026,11/30/2022,7.55,3465,44.96
850,Lufthansa,LH,LH3536,FRA,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/23/2025,7/8/2026,4.67,4353,2611.04
851,American Airlines,AA,AA5870,JFK,ATL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/17/2026,6/22/2023,11.38,1237,1122.46
852,Thai Airways,TG,TG9120,BKK,YVR,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/5/2025,1/22/2025,5.1,297,3023.68
853,SAS Scandinavian,SK,SK1258,CPH,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/29/2023,12/13/2025,17.15,1495,2555.11
854,Korean Air,KE,KE9821,ICN,HND,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/13/2025,1/6/2024,14.91,5129,3474.25
855,Alitalia,AZ,AZ7831,FCO,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/1/2026,10/7/2023,4.18,8206,490.31
856,SAS Scandinavian,SK,SK5206,CPH,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/29/2023,10/28/2025,17.67,7839,207.35
857,Air France,AF,AF9732,CDG,DOH,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/11/2026,7/26/2025,2.63,3359,1309.23
858,British Airways,BA,BA6160,LHR,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/15/2024,2/23/2026,10.58,3847,3115.37
859,Aeroméxico,AM,AM7051,MEX,ORD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/28/2024,5/12/2023,14.18,4262,334.4
860,Air New Zealand,NZ,NZ1208,AKL,PEK,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/16/2025,7/14/2024,3.33,2751,3044.5
861,Avianca,AV,AV1487,BOG,ORD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,9/13/2026,10/31/2023,3.55,1152,2821.11
862,All Nippon Airways,NH,NH4125,HND,ICN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1/22/2023,8/2/2025,0.87,6608,3021.23
863,Lufthansa,LH,LH5493,FRA,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,9/27/2024,6/22/2024,1.86,8962,1936.34
864,LATAM Airlines,LA,LA5408,GRU,EZE,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/31/2023,1/17/2023,11.66,2425,1300.32
865,Alitalia,AZ,AZ1141,FCO,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/2/2026,8/31/2024,0.36,4513,3196.84
866,South African Airways,SA,SA6768,JNB,ATL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/11/2022,7/23/2026,10.78,7276,2389.25
867,Thai Airways,TG,TG4618,BKK,SIN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/4/2026,7/1/2024,1.16,6436,2790.31
868,Avianca,AV,AV1149,BOG,ORD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,9/19/2024,12/31/2023,8.59,1072,2576.15
869,SAS Scandinavian,SK,SK7367,CPH,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2/18/2023,8/22/2025,8.13,3924,2917.12
870,KLM Royal Dutch Airlines,KL,KL9656,AMS,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/14/2024,12/24/2022,3.05,3842,747.92
